SITE	lon_bio	lat_bio	bio1	bio12	NPP
196532	25.04	4.66	248	1646	1994
196533	25.49	4.66	249	1628	1982
196534	25.94	4.66	250	1625	1980
196535	26.39	4.66	248	1603	1965
196536	26.84	4.66	249	1570	1942
196537	27.29	4.66	247	1548	1927
196538	27.74	4.66	244	1529	1913
196539	28.19	4.66	246	1461	1863
196540	28.64	4.66	246	1453	1857
196541	29.1	4.66	246	1476	1874
196542	29.55	4.66	240	1522	1908
196543	30	4.66	246	1427	1837
196544	30.45	4.66	255	1279	1717
196545	30.9	4.66	256	1192	1640
196546	31.35	4.66	268	1040	1496
196547	31.8	4.66	272	980	1435
196548	32.25	4.66	272	944	1397
196549	32.7	4.66	271	887	1335
196550	33.15	4.66	266	775	1207
196551	33.6	4.66	257	645	1045
196553	34.5	4.66	274	457	785
196554	34.95	4.66	278	421	732
196555	35.4	4.66	273	435	753
196556	35.86	4.66	289	379	667
196557	36.31	4.66	277	383	674
196558	36.76	4.66	274	354	628
196559	37.21	4.66	239	446	769
196560	37.66	4.66	229	422	733
196561	38.11	4.66	202	493	838
196562	38.56	4.66	192	554	923
196563	39.01	4.66	215	506	856
196564	39.46	4.66	228	461	791
196565	39.91	4.66	224	461	791
196566	40.36	4.66	224	432	748
196567	40.81	4.66	246	342	609
196568	41.26	4.66	247	355	630
196569	41.71	4.66	289	257	471
196570	42.16	4.66	290	279	507
196571	42.61	4.66	289	306	552
196572	43.07	4.66	282	346	616
196573	43.52	4.66	275	349	621
196574	43.97	4.66	260	354	628
196575	44.42	4.66	271	303	547
196576	44.87	4.66	279	285	517
196577	45.32	4.66	283	275	501
196578	45.77	4.66	274	278	506
196579	46.22	4.66	282	232	428
196580	46.67	4.66	281	207	385
196581	47.12	4.66	274	209	389
196583	48.02	4.66	271	204	380
197300	10.95	4.21	248	2065	2239
197301	11.4	4.21	249	1677	2015
197302	11.85	4.21	244	1574	1945
197303	12.3	4.21	239	1553	1930
197304	12.75	4.21	233	1576	1946
197305	13.21	4.21	233	1576	1946
197306	13.66	4.21	236	1550	1928
197307	14.11	4.21	238	1524	1909
197308	14.56	4.21	241	1412	1825
197309	15.01	4.21	242	1306	1740
197310	15.46	4.21	246	1336	1764
197311	15.91	4.21	245	1489	1884
197312	16.36	4.21	245	1517	1904
197313	16.81	4.21	239	1540	1921
197314	17.26	4.21	242	1512	1901
197315	17.71	4.21	239	1559	1935
197316	18.16	4.21	251	1555	1932
197317	18.61	4.21	257	1553	1930
197318	19.06	4.21	249	1626	1981
197319	19.51	4.21	249	1643	1992
197320	19.96	4.21	242	1664	2006
197321	20.41	4.21	244	1686	2021
197322	20.86	4.21	245	1708	2035
197323	21.31	4.21	244	1740	2055
197324	21.76	4.21	248	1698	2028
197325	22.21	4.21	252	1645	1994
197326	22.66	4.21	252	1663	2006
197327	23.11	4.21	249	1721	2043
197328	23.56	4.21	245	1766	2071
197329	24.01	4.21	245	1751	2062
197330	24.46	4.21	246	1709	2036
197331	24.91	4.21	246	1681	2017
197332	25.37	4.21	249	1661	2004
197333	25.82	4.21	248	1679	2016
197334	26.27	4.21	244	1697	2028
197335	26.72	4.21	246	1667	2008
197336	27.17	4.21	245	1651	1998
197337	27.62	4.21	244	1616	1974
197338	28.07	4.21	244	1575	1946
197339	28.52	4.21	243	1556	1932
197340	28.97	4.21	244	1548	1927
197341	29.42	4.21	244	1549	1927
197342	29.87	4.21	244	1539	1920
197343	30.32	4.21	247	1425	1835
197344	30.77	4.21	251	1272	1711
197345	31.22	4.21	259	1143	1596
197346	31.67	4.21	267	1066	1522
197347	32.12	4.21	262	1097	1552
197348	32.57	4.21	263	1069	1525
197349	33.02	4.21	259	920	1371
197350	33.47	4.21	233	722	1143
197351	33.92	4.21	246	508	859
197352	34.37	4.21	253	464	795
197353	34.82	4.21	278	359	636
197354	35.27	4.21	279	332	594
197355	35.72	4.21	265	367	649
197357	36.62	4.21	274	312	561
197358	37.07	4.21	233	449	773
197359	37.53	4.21	241	383	674
197360	37.98	4.21	182	592	975
197361	38.43	4.21	185	581	960
197362	38.88	4.21	194	609	998
197363	39.33	4.21	213	543	908
197364	39.78	4.21	233	408	712
197365	40.23	4.21	228	376	663
197366	40.68	4.21	247	304	548
197367	41.13	4.21	266	275	501
197368	41.58	4.21	280	262	479
197369	42.03	4.21	296	248	455
197370	42.48	4.21	299	275	501
197371	42.93	4.21	292	337	601
197372	43.38	4.21	278	395	692
197373	43.83	4.21	264	360	638
197374	44.28	4.21	268	341	608
197375	44.73	4.21	274	326	584
197376	45.18	4.21	285	300	542
197377	45.63	4.21	283	289	524
197378	46.08	4.21	281	273	497
197379	46.53	4.21	281	243	447
197381	47.43	4.21	267	246	452
198100	10.85	3.76	252	2071	2242
198101	11.3	3.76	236	1756	2065
198102	11.75	3.76	238	1612	1971
198103	12.2	3.76	241	1569	1942
198104	12.65	3.76	236	1599	1962
198105	13.1	3.76	230	1638	1989
198106	13.55	3.76	227	1623	1979
198107	14	3.76	232	1564	1938
198108	14.45	3.76	234	1491	1885
198109	14.9	3.76	233	1419	1831
198110	15.35	3.76	239	1388	1806
198111	15.8	3.76	250	1461	1863
198112	16.25	3.76	245	1541	1922
198113	16.7	3.76	239	1581	1950
198114	17.15	3.76	236	1608	1969
198115	17.6	3.76	240	1630	1984
198116	18.05	3.76	241	1673	2012
198117	18.5	3.76	248	1677	2015
198118	18.95	3.76	253	1672	2012
198119	19.4	3.76	250	1672	2012
198120	19.85	3.76	246	1673	2012
198121	20.3	3.76	245	1677	2015
198122	20.75	3.76	244	1655	2000
198123	21.2	3.76	236	1684	2019
198124	21.65	3.76	244	1673	2012
198125	22.1	3.76	249	1663	2006
198126	22.55	3.76	250	1679	2016
198127	23	3.76	249	1706	2034
198128	23.45	3.76	248	1722	2044
198129	23.9	3.76	246	1722	2044
198130	24.35	3.76	246	1698	2028
198131	24.8	3.76	245	1686	2021
198132	25.25	3.76	244	1692	2025
198133	25.7	3.76	243	1713	2038
198134	26.15	3.76	245	1733	2051
198135	26.6	3.76	244	1758	2066
198136	27.05	3.76	243	1773	2076
198137	27.5	3.76	244	1743	2057
198138	27.95	3.76	246	1695	2027
198139	28.4	3.76	247	1681	2017
198140	28.85	3.76	248	1622	1978
198141	29.3	3.76	247	1564	1938
198142	29.75	3.76	245	1548	1927
198143	30.2	3.76	242	1538	1920
198144	30.65	3.76	239	1562	1937
198145	31.1	3.76	249	1223	1668
198146	31.55	3.76	251	1210	1657
198147	32	3.76	264	1091	1546
198148	32.46	3.76	252	1218	1664
198149	32.91	3.76	201	1209	1656
198150	33.36	3.76	246	799	1235
198151	33.81	3.76	215	781	1214
198152	34.26	3.76	244	481	820
198153	34.71	3.76	273	339	605
198154	35.16	3.76	274	299	540
198155	35.61	3.76	283	249	457
198157	36.51	3.76	265	280	509
198158	36.96	3.76	263	284	516
198159	37.41	3.76	261	307	553
198160	37.86	3.76	233	458	787
198161	38.31	3.76	234	552	921
198162	38.76	3.76	203	688	1100
198163	39.21	3.76	225	600	986
198164	39.66	3.76	232	465	797
198165	40.11	3.76	252	319	573
198166	40.56	3.76	246	320	574
198167	41.01	3.76	268	278	506
198168	41.46	3.76	282	264	482
198169	41.91	3.76	290	264	482
198170	42.36	3.76	298	279	507
198171	42.81	3.76	295	338	603
198172	43.26	3.76	280	423	735
198173	43.71	3.76	262	448	772
198174	44.16	3.76	259	435	753
198175	44.61	3.76	272	397	695
198176	45.06	3.76	279	366	647
198177	45.51	3.76	286	332	594
198178	45.96	3.76	279	326	584
198179	46.41	3.76	279	296	535
198901	11.21	3.31	236	1836	2114
198902	11.66	3.31	238	1697	2028
198903	12.11	3.31	240	1633	1986
198904	12.56	3.31	237	1620	1977
198905	13.01	3.31	233	1635	1987
198906	13.46	3.31	231	1647	1995
198907	13.91	3.31	231	1617	1975
198908	14.36	3.31	233	1583	1951
198909	14.81	3.31	239	1585	1953
198910	15.26	3.31	239	1591	1957
198911	15.71	3.31	238	1566	1939
198912	16.16	3.31	246	1576	1946
198913	16.61	3.31	238	1628	1982
198914	17.06	3.31	241	1646	1994
198915	17.51	3.31	238	1696	2027
198916	17.96	3.31	241	1725	2046
198917	18.4	3.31	244	1737	2053
198918	18.85	3.31	251	1722	2044
198919	19.3	3.31	253	1699	2029
198920	19.75	3.31	246	1725	2046
198921	20.2	3.31	248	1728	2048
198922	20.65	3.31	246	1677	2015
198923	21.1	3.31	242	1555	1932
198924	21.55	3.31	242	1631	1984
198925	22	3.31	241	1689	2023
198926	22.45	3.31	247	1697	2028
198927	22.9	3.31	248	1709	2036
198928	23.35	3.31	248	1710	2036
198929	23.8	3.31	251	1676	2014
198930	24.25	3.31	250	1658	2002
198931	24.7	3.31	245	1671	2011
198932	25.15	3.31	243	1694	2026
198933	25.6	3.31	242	1733	2051
198934	26.05	3.31	240	1787	2084
198935	26.5	3.31	243	1833	2112
198936	26.95	3.31	243	1882	2140
198937	27.4	3.31	243	1914	2158
198938	27.85	3.31	243	1896	2148
198939	28.3	3.31	247	1846	2119
198940	28.75	3.31	248	1756	2065
198941	29.2	3.31	245	1635	1987
198942	29.65	3.31	243	1618	1975
198943	30.1	3.31	239	1559	1935
198944	30.55	3.31	233	1492	1886
198946	31.45	3.31	258	1184	1633
198947	31.9	3.31	257	1206	1653
198948	32.35	3.31	257	1218	1664
198949	32.8	3.31	242	1234	1678
198950	33.25	3.31	238	1025	1481
198951	33.7	3.31	233	919	1370
198952	34.15	3.31	220	728	1150
198953	34.6	3.31	258	414	721
198954	35.05	3.31	275	278	506
198955	35.5	3.31	285	209	389
198956	35.95	3.31	293	182	341
198957	36.4	3.31	281	201	375
198958	36.85	3.31	277	200	373
198959	37.3	3.31	275	235	433
198960	37.75	3.31	224	528	887
198961	38.2	3.31	251	521	877
198962	38.65	3.31	255	591	974
198963	39.1	3.31	249	547	914
198964	39.55	3.31	245	470	804
198965	40	3.31	255	349	621
198966	40.45	3.31	261	311	560
198967	40.9	3.31	260	324	581
198968	41.35	3.31	273	309	556
198969	41.8	3.31	271	353	627
198970	42.25	3.31	296	315	566
198971	42.7	3.31	296	356	632
198972	43.15	3.31	277	460	790
198973	43.6	3.31	263	541	905
198974	44.05	3.31	261	533	894
198975	44.5	3.31	272	488	830
198976	44.95	3.31	280	439	759
198977	45.4	3.31	284	392	688
198978	45.85	3.31	278	376	663
198980	46.75	3.31	278	308	555
199702	11.13	2.86	241	1858	2126
199703	11.58	2.86	234	1730	2049
199704	12.03	2.86	235	1680	2017
199705	12.47	2.86	235	1644	1993
199706	12.92	2.86	237	1623	1979
199707	13.37	2.86	235	1621	1977
199708	13.82	2.86	234	1612	1971
199709	14.27	2.86	234	1614	1973
199710	14.72	2.86	231	1633	1986
199711	15.17	2.86	243	1605	1967
199712	15.62	2.86	242	1611	1971
199713	16.07	2.86	249	1601	1964
199714	16.52	2.86	242	1654	2000
199715	16.97	2.86	242	1685	2020
199716	17.42	2.86	245	1700	2030
199717	17.87	2.86	246	1725	2046
199718	18.32	2.86	248	1738	2054
199719	18.77	2.86	250	1740	2055
199720	19.22	2.86	249	1745	2058
199721	19.67	2.86	252	1742	2056
199722	20.12	2.86	254	1771	2074
199723	20.57	2.86	250	1774	2076
199724	21.02	2.86	248	1664	2006
199725	21.47	2.86	248	1638	1989
199726	21.92	2.86	248	1675	2013
199727	22.37	2.86	246	1720	2043
199728	22.82	2.86	244	1742	2056
199729	23.27	2.86	246	1724	2045
199730	23.72	2.86	250	1677	2015
199731	24.17	2.86	252	1640	1990
199732	24.62	2.86	252	1631	1984
199733	25.07	2.86	249	1672	2012
199734	25.52	2.86	242	1762	2069
199735	25.97	2.86	241	1823	2106
199736	26.42	2.86	239	1907	2154
199737	26.87	2.86	240	1972	2190
199738	27.32	2.86	242	2053	2232
199740	28.21	2.86	243	1972	2190
199741	28.66	2.86	245	1849	2121
199742	29.11	2.86	242	1760	2068
199743	29.56	2.86	235	1722	2044
199744	30.01	2.86	235	1536	1918
199747	31.36	2.86	254	1058	1514
199748	31.81	2.86	236	1315	1747
199749	32.26	2.86	235	1462	1864
199750	32.71	2.86	237	1364	1787
199751	33.16	2.86	239	1194	1642
199752	33.61	2.86	231	1097	1552
199753	34.06	2.86	234	781	1214
199755	34.96	2.86	262	357	633
199756	35.41	2.86	281	209	389
199757	35.86	2.86	285	190	356
199758	36.31	2.86	285	184	345
199759	36.76	2.86	269	232	428
199760	37.21	2.86	272	255	467
199761	37.66	2.86	271	312	561
199762	38.11	2.86	260	438	757
199763	38.56	2.86	258	493	838
199764	39.01	2.86	260	435	753
199765	39.46	2.86	261	343	611
199766	39.91	2.86	255	365	646
199767	40.36	2.86	263	334	597
199768	40.81	2.86	270	325	582
199769	41.26	2.86	277	331	592
199770	41.71	2.86	269	396	694
199771	42.16	2.86	285	387	680
199772	42.61	2.86	285	430	745
199773	43.06	2.86	271	517	872
199774	43.51	2.86	271	556	926
199775	43.96	2.86	282	557	927
199776	44.4	2.86	283	533	894
199777	44.85	2.86	282	508	859
199778	45.3	2.86	276	474	810
199779	45.75	2.86	272	446	769
199780	46.2	2.86	277	378	666
200503	11.06	2.41	233	1808	2097
200504	11.51	2.41	235	1681	2017
200505	11.96	2.41	239	1664	2006
200506	12.41	2.41	237	1643	1992
200507	12.85	2.41	235	1621	1977
200508	13.3	2.41	234	1610	1970
200509	13.75	2.41	231	1612	1971
200510	14.2	2.41	233	1616	1974
200511	14.65	2.41	233	1624	1980
200512	15.1	2.41	239	1607	1968
200513	15.55	2.41	241	1616	1974
200514	16	2.41	248	1629	1983
200515	16.45	2.41	244	1672	2012
200516	16.9	2.41	244	1705	2033
200517	17.35	2.41	247	1722	2044
200518	17.8	2.41	248	1732	2050
200519	18.25	2.41	249	1743	2057
200520	18.7	2.41	250	1740	2055
200521	19.15	2.41	252	1744	2058
200522	19.6	2.41	252	1779	2079
200523	20.05	2.41	250	1844	2118
200524	20.5	2.41	255	1849	2121
200525	20.95	2.41	249	1788	2085
200526	21.4	2.41	250	1704	2032
200527	21.85	2.41	253	1720	2043
200528	22.3	2.41	251	1757	2066
200529	22.75	2.41	249	1770	2074
200530	23.19	2.41	252	1726	2046
200531	23.64	2.41	248	1711	2037
200532	24.09	2.41	248	1688	2022
200533	24.54	2.41	249	1689	2023
200534	24.99	2.41	249	1710	2036
200535	25.44	2.41	246	1765	2071
200536	25.89	2.41	242	1847	2120
200537	26.34	2.41	239	1930	2167
200538	26.79	2.41	245	1972	2190
200539	27.24	2.41	241	2067	2240
200541	28.14	2.41	243	2000	2205
200542	28.59	2.41	242	1879	2138
200543	29.04	2.41	238	1767	2072
200544	29.49	2.41	228	1676	2014
200545	29.94	2.41	224	1503	1894
200546	30.39	2.41	213	1392	1810
200547	30.84	2.41	199	1426	1836
200548	31.29	2.41	240	1028	1484
200549	31.74	2.41	243	1192	1640
200550	32.19	2.41	235	1317	1749
200551	32.64	2.41	232	1337	1765
200552	33.08	2.41	236	1278	1716
200553	33.53	2.41	238	1174	1624
200554	33.98	2.41	238	977	1432
200555	34.43	2.41	231	771	1202
200556	34.88	2.41	214	745	1171
200557	35.33	2.41	265	329	589
200558	35.78	2.41	266	272	496
200559	36.23	2.41	269	245	450
200560	36.68	2.41	268	250	459
200561	37.13	2.41	258	319	573
200562	37.58	2.41	263	353	627
200563	38.03	2.41	211	748	1174
200564	38.48	2.41	264	411	717
200565	38.93	2.41	266	380	669
200566	39.38	2.41	267	341	608
200567	39.83	2.41	268	323	579
200568	40.28	2.41	259	373	658
200569	40.73	2.41	273	342	609
200570	41.18	2.41	277	362	641
200571	41.63	2.41	276	412	718
200572	42.08	2.41	286	424	736
200573	42.53	2.41	279	487	829
200574	42.98	2.41	274	523	880
200575	43.42	2.41	276	533	894
200576	43.87	2.41	279	537	900
200577	44.32	2.41	280	523	880
200578	44.77	2.41	278	527	886
200579	45.22	2.41	277	521	877
200580	45.67	2.41	271	479	817
201304	11	1.96	230	1915	2159
201305	11.45	1.96	237	1771	2074
201306	11.9	1.96	237	1702	2031
201307	12.35	1.96	237	1648	1996
201308	12.8	1.96	238	1612	1971
201309	13.25	1.96	237	1592	1958
201310	13.7	1.96	235	1584	1952
201311	14.15	1.96	235	1604	1966
201312	14.59	1.96	240	1590	1956
201313	15.04	1.96	249	1551	1929
201314	15.49	1.96	250	1574	1945
201315	15.94	1.96	245	1652	1998
201316	16.39	1.96	247	1681	2017
201317	16.84	1.96	247	1713	2038
201318	17.29	1.96	250	1731	2050
201319	17.74	1.96	251	1746	2059
201320	18.19	1.96	251	1748	2060
201321	18.64	1.96	251	1736	2053
201322	19.09	1.96	251	1738	2054
201323	19.54	1.96	252	1793	2088
201324	19.99	1.96	253	1861	2128
201325	20.44	1.96	255	1889	2144
201326	20.89	1.96	255	1850	2122
201327	21.34	1.96	255	1794	2088
201328	21.79	1.96	254	1799	2091
201329	22.23	1.96	251	1821	2105
201330	22.68	1.96	252	1809	2097
201331	23.13	1.96	252	1771	2074
201332	23.58	1.96	248	1744	2058
201333	24.03	1.96	247	1727	2047
201334	24.48	1.96	246	1730	2049
201335	24.93	1.96	246	1752	2063
201336	25.38	1.96	250	1770	2074
201337	25.83	1.96	248	1828	2109
201338	26.28	1.96	250	1873	2135
201339	26.73	1.96	249	1934	2169
201340	27.18	1.96	243	2007	2209
201341	27.63	1.96	235	2058	2235
201342	28.08	1.96	241	1966	2187
201343	28.53	1.96	235	1897	2149
201344	28.98	1.96	238	1742	2056
201345	29.43	1.96	232	1603	1965
201346	29.88	1.96	223	1426	1836
201347	30.32	1.96	204	1359	1783
201350	31.67	1.96	239	1214	1660
201351	32.12	1.96	229	1252	1694
201356	34.37	1.96	231	994	1449
201357	34.82	1.96	218	784	1217
201358	35.27	1.96	207	690	1103
201359	35.72	1.96	230	476	813
201360	36.17	1.96	261	305	550
201361	36.62	1.96	234	384	675
201362	37.07	1.96	235	419	729
201363	37.52	1.96	256	373	658
201364	37.96	1.96	261	386	678
201365	38.41	1.96	267	368	650
201366	38.86	1.96	269	352	625
201367	39.31	1.96	271	328	587
201368	39.76	1.96	274	314	565
201369	40.21	1.96	273	337	601
201370	40.66	1.96	276	350	622
201371	41.11	1.96	279	378	666
201372	41.56	1.96	285	404	706
201373	42.01	1.96	282	460	790
201374	42.46	1.96	281	494	839
201375	42.91	1.96	276	521	877
201376	43.36	1.96	275	527	886
201377	43.81	1.96	274	508	859
201378	44.26	1.96	272	467	800
201379	44.71	1.96	269	471	806
201380	45.16	1.96	267	486	827
202107	11.4	1.51	230	1843	2118
202108	11.85	1.51	232	1732	2050
202109	12.3	1.51	240	1637	1988
202110	12.75	1.51	239	1611	1971
202111	13.2	1.51	239	1592	1958
202112	13.65	1.51	237	1581	1950
202113	14.1	1.51	236	1587	1954
202114	14.55	1.51	237	1610	1970
202115	15	1.51	245	1591	1957
202116	15.45	1.51	238	1649	1996
202117	15.9	1.51	243	1667	2008
202118	16.35	1.51	246	1700	2030
202119	16.79	1.51	248	1720	2043
202120	17.24	1.51	250	1743	2057
202121	17.69	1.51	251	1759	2067
202122	18.14	1.51	252	1754	2064
202123	18.59	1.51	252	1741	2056
202124	19.04	1.51	251	1727	2047
202125	19.49	1.51	251	1817	2102
202126	19.94	1.51	253	1919	2161
202127	20.39	1.51	253	1946	2176
202128	20.84	1.51	253	1928	2166
202129	21.29	1.51	251	1913	2158
202130	21.74	1.51	249	1908	2155
202131	22.19	1.51	252	1889	2144
202132	22.64	1.51	247	1891	2145
202133	23.09	1.51	249	1840	2116
202134	23.53	1.51	253	1758	2066
202135	23.98	1.51	251	1735	2052
202136	24.43	1.51	247	1748	2060
202137	24.88	1.51	249	1761	2068
202138	25.33	1.51	250	1790	2086
202139	25.78	1.51	249	1831	2111
202140	26.23	1.51	247	1888	2144
202141	26.68	1.51	247	1926	2165
202142	27.13	1.51	245	1948	2177
202143	27.58	1.51	250	1893	2146
202144	28.03	1.51	244	1876	2137
202145	28.48	1.51	241	1800	2092
202146	28.93	1.51	238	1698	2028
202147	29.38	1.51	236	1557	1933
202148	29.83	1.51	233	1401	1817
202153	32.07	1.51	231	1208	1655
202154	32.52	1.51	232	1268	1707
202155	32.97	1.51	237	1287	1724
202157	33.87	1.51	236	1265	1705
202158	34.32	1.51	233	1176	1626
202159	34.77	1.51	220	1102	1557
202160	35.22	1.51	183	944	1397
202161	35.67	1.51	227	619	1011
202162	36.12	1.51	244	431	747
202163	36.56	1.51	219	454	781
202164	37.01	1.51	224	487	829
202165	37.46	1.51	234	495	840
202166	37.91	1.51	249	440	760
202167	38.36	1.51	266	351	624
202168	38.81	1.51	272	322	577
202169	39.26	1.51	273	311	560
202170	39.71	1.51	279	297	537
202171	40.16	1.51	281	311	560
202172	40.61	1.51	283	339	605
202173	41.06	1.51	284	378	666
202174	41.51	1.51	286	419	729
202175	41.96	1.51	284	472	807
202176	42.41	1.51	284	495	840
202177	42.86	1.51	277	521	877
202178	43.3	1.51	273	524	882
202179	43.75	1.51	269	511	863
202180	44.2	1.51	264	442	763
202909	11.37	1.06	234	1797	2090
202910	11.82	1.06	239	1655	2000
202911	12.27	1.06	241	1615	1973
202912	12.72	1.06	239	1619	1976
202913	13.17	1.06	225	1675	2013
202914	13.62	1.06	238	1590	1956
202915	14.06	1.06	237	1598	1962
202916	14.51	1.06	227	1680	2017
202917	14.96	1.06	244	1630	1984
202918	15.41	1.06	237	1684	2019
202919	15.86	1.06	245	1664	2006
202920	16.31	1.06	250	1671	2011
202921	16.76	1.06	250	1695	2027
202922	17.21	1.06	252	1720	2043
202923	17.66	1.06	252	1738	2054
202924	18.11	1.06	252	1738	2054
202925	18.56	1.06	253	1750	2061
202926	19.01	1.06	252	1798	2091
202927	19.46	1.06	253	1891	2145
202928	19.9	1.06	253	1985	2197
202929	20.35	1.06	253	1992	2201
202930	20.8	1.06	251	1996	2203
202931	21.25	1.06	250	1990	2200
202932	21.7	1.06	250	1990	2200
202933	22.15	1.06	250	1978	2193
202934	22.6	1.06	246	1974	2191
202935	23.05	1.06	249	1917	2160
202936	23.5	1.06	250	1866	2131
202937	23.95	1.06	252	1780	2080
202938	24.4	1.06	246	1776	2077
202939	24.85	1.06	246	1785	2083
202940	25.3	1.06	250	1803	2094
202941	25.74	1.06	248	1842	2117
202942	26.19	1.06	248	1871	2134
202943	26.64	1.06	240	1938	2172
202944	27.09	1.06	247	1899	2150
202945	27.54	1.06	246	1848	2121
202946	27.99	1.06	247	1775	2077
202947	28.44	1.06	244	1710	2036
202948	28.89	1.06	242	1624	1980
202949	29.34	1.06	240	1516	1904
202950	29.79	1.06	227	1416	1828
202952	30.69	1.06	221	1210	1657
202953	31.14	1.06	226	1236	1680
202955	32.03	1.06	227	1200	1648
202957	32.93	1.06	229	1280	1718
202961	34.73	1.06	142	1538	1778
202962	35.18	1.06	179	1053	1509
202963	35.63	1.06	227	731	1154
202964	36.08	1.06	240	517	872
202965	36.53	1.06	167	618	1010
202966	36.98	1.06	206	635	1032
202967	37.42	1.06	235	495	840
202968	37.87	1.06	243	463	794
202969	38.32	1.06	256	392	688
202970	38.77	1.06	270	309	556
202971	39.22	1.06	276	281	511
202972	39.67	1.06	280	285	517
202973	40.12	1.06	283	309	556
202974	40.57	1.06	285	337	601
202975	41.02	1.06	287	378	666
202976	41.47	1.06	287	428	742
202977	41.92	1.06	286	489	832
202978	42.37	1.06	282	529	889
202979	42.82	1.06	276	532	893
202980	43.26	1.06	269	510	862
202981	43.71	1.06	263	487	829
203711	11.35	0.61	238	1748	2060
203712	11.8	0.61	241	1615	1973
203713	12.25	0.61	243	1594	1959
203714	12.69	0.61	238	1639	1990
203715	13.14	0.61	238	1651	1998
203716	13.59	0.61	238	1628	1982
203717	14.04	0.61	236	1638	1989
203718	14.49	0.61	237	1667	2008
203719	14.94	0.61	248	1659	2003
203720	15.39	0.61	246	1673	2012
203721	15.84	0.61	250	1654	2000
203722	16.29	0.61	252	1660	2004
203723	16.74	0.61	252	1675	2013
203724	17.19	0.61	253	1686	2021
203725	17.64	0.61	253	1698	2028
203726	18.08	0.61	253	1705	2033
203727	18.53	0.61	252	1755	2065
203728	18.98	0.61	251	1847	2120
203729	19.43	0.61	252	1935	2170
203730	19.88	0.61	254	1998	2204
203737	23.03	0.61	246	1999	2204
203738	23.48	0.61	244	1945	2175
203739	23.92	0.61	248	1875	2136
203740	24.37	0.61	247	1812	2099
203741	24.82	0.61	251	1781	2081
203742	25.27	0.61	252	1804	2094
203743	25.72	0.61	250	1824	2106
203744	26.17	0.61	248	1855	2125
203745	26.62	0.61	247	1865	2130
203746	27.07	0.61	238	1893	2146
203747	27.52	0.61	244	1796	2090
203748	27.97	0.61	247	1687	2021
203749	28.42	0.61	241	1620	1977
203750	28.87	0.61	230	1609	1969
203751	29.31	0.61	237	1513	1901
203752	29.76	0.61	243	1226	1671
203755	31.11	0.61	216	1170	1620
203764	35.15	0.61	176	1112	1566
203765	35.6	0.61	230	847	1290
203766	36.05	0.61	241	634	1031
203767	36.5	0.61	171	618	1010
203768	36.95	0.61	187	706	1123
203769	37.4	0.61	233	578	956
203770	37.85	0.61	237	521	877
203771	38.3	0.61	246	473	809
203772	38.75	0.61	261	344	613
203773	39.2	0.61	270	290	525
203774	39.65	0.61	283	276	502
203775	40.09	0.61	284	312	561
203776	40.54	0.61	287	335	598
203777	40.99	0.61	287	373	658
203778	41.44	0.61	286	424	736
203779	41.89	0.61	285	498	845
