SITE	lon_bio	lat_bio	bio1	bio12	NPP
176778	-0.2	15.88	294	213	396
176779	0.26	15.88	292	245	450
176780	0.72	15.88	289	241	444
176781	1.19	15.88	290	229	423
176782	1.66	15.88	294	225	416
176783	2.12	15.88	296	240	442
176784	2.59	15.88	296	236	435
176785	3.06	15.88	295	232	428
176786	3.53	15.88	295	226	418
176787	3.99	15.88	294	225	416
176789	4.93	15.88	290	243	447
176803	11.46	15.88	267	64	125
176858	37.15	15.88	286	243	447
176859	37.62	15.88	288	240	442
176860	38.08	15.88	245	365	646
176861	38.55	15.88	196	489	832
176862	39.02	15.88	282	334	597
177515	-16.44	15.43	253	363	643
177516	-15.97	15.43	261	403	704
177517	-15.51	15.43	271	402	703
177518	-15.04	15.43	284	417	726
177519	-14.57	15.43	284	415	723
177520	-14.11	15.43	286	438	757
177521	-13.64	15.43	288	451	776
177522	-13.18	15.43	293	414	721
177523	-12.71	15.43	291	377	664
177524	-12.24	15.43	291	374	660
177525	-11.78	15.43	292	293	530
177526	-11.31	15.43	287	365	646
177528	-10.38	15.43	287	390	684
177529	-9.91	15.43	285	400	700
177530	-9.45	15.43	287	417	726
177531	-8.98	15.43	285	388	681
177532	-8.52	15.43	284	367	649
177533	-8.05	15.43	282	320	574
177534	-7.58	15.43	281	342	609
177535	-7.12	15.43	280	350	622
177539	-5.25	15.43	275	285	517
177540	-4.79	15.43	274	298	539
177541	-4.32	15.43	274	340	606
177542	-3.86	15.43	276	335	598
177543	-3.39	15.43	279	338	603
177544	-2.92	15.43	282	360	638
177545	-2.46	15.43	288	362	641
177546	-1.99	15.43	296	354	628
177547	-1.53	15.43	300	338	603
177548	-1.06	15.43	297	304	548
177549	-0.59	15.43	294	279	507
177550	-0.13	15.43	292	268	489
177551	0.33	15.43	288	280	509
177553	1.26	15.43	291	236	435
177554	1.73	15.43	292	231	427
177555	2.19	15.43	296	249	457
177556	2.66	15.43	296	265	484
177557	3.12	15.43	296	254	466
177558	3.59	15.43	295	244	449
177559	4.05	15.43	294	249	457
177561	4.99	15.43	290	280	509
177562	5.45	15.43	285	291	527
177564	6.38	15.43	282	250	459
177566	7.32	15.43	279	239	440
177567	7.78	15.43	277	211	392
177628	36.21	15.43	291	268	489
177629	36.67	15.43	280	322	577
177630	37.14	15.43	263	401	701
177631	37.61	15.43	283	347	617
177632	38.07	15.43	277	364	644
177633	38.54	15.43	233	566	940
177634	39	15.43	219	799	1235
177635	39.47	15.43	286	233	430
178288	-16.79	14.99	257	434	751
178289	-16.32	14.99	265	488	830
178290	-15.86	14.99	267	466	798
178292	-14.93	14.99	280	472	807
178296	-13.07	14.99	283	633	1029
178297	-12.6	14.99	286	530	890
178298	-12.14	14.99	290	463	794
178299	-11.67	14.99	295	472	807
178300	-11.21	14.99	288	540	904
178301	-10.74	14.99	289	560	932
178302	-10.28	14.99	284	586	967
178303	-9.81	14.99	280	606	994
178304	-9.35	14.99	279	578	956
178305	-8.88	14.99	279	523	880
178306	-8.42	14.99	279	475	812
178307	-7.95	14.99	278	428	742
178308	-7.49	14.99	275	420	730
178309	-7.02	14.99	274	422	733
178310	-6.56	14.99	274	419	729
178311	-6.09	14.99	273	423	735
178312	-5.63	14.99	273	388	681
178313	-5.16	14.99	272	353	627
178314	-4.7	14.99	272	343	611
178315	-4.23	14.99	275	411	717
178316	-3.77	14.99	275	424	736
178317	-3.3	14.99	259	453	779
178318	-2.84	14.99	280	452	778
178319	-2.37	14.99	289	418	727
178320	-1.91	14.99	296	396	694
178321	-1.44	14.99	297	376	663
178322	-0.98	14.99	296	348	619
178323	-0.51	14.99	293	324	581
178324	-0.05	14.99	293	307	553
178325	0.41	14.99	289	307	553
178326	0.87	14.99	289	289	524
178327	1.34	14.99	291	243	447
178328	1.8	14.99	294	259	474
178329	2.27	14.99	293	292	529
178330	2.73	14.99	295	314	565
178332	3.66	14.99	294	266	486
178333	4.13	14.99	293	276	502
178336	5.52	14.99	288	360	638
178337	5.99	14.99	279	345	614
178338	6.45	14.99	278	288	522
178339	6.92	14.99	280	299	540
178342	8.31	14.99	277	227	420
178343	8.78	14.99	271	241	444
178344	9.24	14.99	273	213	396
178345	9.71	14.99	272	182	341
178346	10.17	14.99	271	154	292
178347	10.64	14.99	271	123	235
178361	17.15	14.99	295	146	277
178362	17.61	14.99	296	140	266
178363	18.08	14.99	296	137	261
178364	18.54	14.99	296	139	264
178365	19.01	14.99	296	148	281
178366	19.47	14.99	296	160	302
178367	19.94	14.99	296	173	326
178368	20.4	14.99	294	187	350
178369	20.87	14.99	291	199	371
178370	21.33	14.99	280	221	409
178371	21.8	14.99	260	247	454
178372	22.26	14.99	258	246	452
178401	35.75	14.99	289	378	666
178402	36.21	14.99	289	392	688
178403	36.68	14.99	280	430	745
178404	37.14	14.99	261	522	879
178405	37.61	14.99	256	557	927
178406	38.07	14.99	254	568	943
178407	38.54	14.99	213	658	1062
178408	39	14.99	190	599	984
178409	39.47	14.99	195	646	1046
178410	39.93	14.99	278	349	621
179064	-16.66	14.54	266	570	945
179065	-16.2	14.54	276	557	927
179066	-15.73	14.54	273	548	915
179067	-15.27	14.54	274	549	916
179072	-12.95	14.54	280	794	1229
179075	-11.56	14.54	292	619	1011
179076	-11.09	14.54	292	661	1066
179077	-10.63	14.54	283	717	1136
179079	-9.7	14.54	278	707	1124
179080	-9.23	14.54	278	671	1079
179081	-8.77	14.54	279	616	1007
179082	-8.31	14.54	277	572	948
179083	-7.84	14.54	275	528	887
179085	-6.91	14.54	273	490	833
179086	-6.45	14.54	274	497	843
179087	-5.99	14.54	273	515	869
179088	-5.52	14.54	270	481	820
179089	-5.06	14.54	270	458	787
179090	-4.59	14.54	273	454	781
179091	-4.13	14.54	281	493	838
179092	-3.67	14.54	265	502	850
179093	-3.2	14.54	274	495	840
179094	-2.74	14.54	284	478	816
179095	-2.27	14.54	288	447	770
179096	-1.81	14.54	291	421	732
179097	-1.35	14.54	291	418	727
179098	-0.88	14.54	290	401	701
179099	-0.42	14.54	290	379	667
179103	1.43	14.54	292	314	565
179104	1.89	14.54	294	336	600
179105	2.36	14.54	291	362	641
179106	2.82	14.54	291	385	677
179107	3.28	14.54	291	342	609
179108	3.75	14.54	291	316	568
179109	4.21	14.54	291	321	576
179110	4.68	14.54	290	342	609
179111	5.14	14.54	291	364	644
179112	5.6	14.54	284	399	698
179116	7.46	14.54	277	283	514
179118	8.39	14.54	277	249	457
179121	9.78	14.54	272	231	427
179122	10.24	14.54	264	224	415
179123	10.71	14.54	269	186	349
179124	11.17	14.54	272	162	306
179125	11.64	14.54	273	144	274
179126	12.1	14.54	274	138	263
179127	12.56	14.54	273	146	277
179128	13.03	14.54	273	173	326
179129	13.49	14.54	276	185	347
179130	13.96	14.54	277	185	347
179131	14.42	14.54	279	194	363
179132	14.88	14.54	283	213	396
179133	15.35	14.54	287	229	423
179134	15.81	14.54	291	222	411
179135	16.28	14.54	294	209	389
179136	16.74	14.54	295	199	371
179137	17.2	14.54	296	191	357
179138	17.67	14.54	296	186	349
179139	18.13	14.54	297	186	349
179140	18.6	14.54	297	194	363
179141	19.06	14.54	297	205	382
179142	19.52	14.54	297	215	399
179143	19.99	14.54	297	229	423
179144	20.45	14.54	295	249	457
179145	20.92	14.54	289	269	491
179146	21.38	14.54	270	302	545
179147	21.84	14.54	259	321	576
179171	32.98	14.54	286	267	487
179172	33.45	14.54	284	320	574
179173	33.91	14.54	284	352	625
179174	34.37	14.54	285	389	683
179177	35.77	14.54	289	471	806
179178	36.23	14.54	283	513	866
179179	36.69	14.54	271	572	948
179180	37.16	14.54	267	610	999
179181	37.62	14.54	262	669	1076
179182	38.09	14.54	253	726	1147
179183	38.55	14.54	217	712	1130
179184	39.01	14.54	217	671	1079
179185	39.48	14.54	179	595	979
179186	39.94	14.54	276	406	709
179187	40.41	14.54	299	228	421
179188	40.87	14.54	291	226	418
179842	-16.06	14.09	281	635	1032
179852	-11.43	14.09	281	774	1206
179854	-10.5	14.09	274	803	1240
179856	-9.58	14.09	276	757	1185
179860	-7.72	14.09	270	630	1026
179862	-6.8	14.09	273	550	918
179863	-6.33	14.09	273	545	911
179864	-5.87	14.09	270	569	944
179865	-5.41	14.09	266	558	929
179866	-4.95	14.09	270	563	936
179867	-4.48	14.09	273	527	886
179868	-4.02	14.09	269	519	875
179869	-3.56	14.09	274	526	884
179870	-3.09	14.09	282	519	875
179871	-2.63	14.09	286	508	859
179872	-2.17	14.09	285	477	814
179873	-1.7	14.09	285	441	762
179874	-1.24	14.09	285	482	822
179875	-0.78	14.09	286	447	770
179876	-0.31	14.09	289	439	759
179877	0.14	14.09	289	445	767
179879	1.07	14.09	289	373	658
179880	1.53	14.09	296	387	680
179882	2.45	14.09	291	386	678
179883	2.92	14.09	289	385	677
179884	3.38	14.09	290	347	617
179885	3.84	14.09	290	371	655
179887	4.77	14.09	288	394	691
179888	5.23	14.09	288	397	695
179889	5.7	14.09	282	440	760
179898	9.86	14.09	273	286	519
179899	10.33	14.09	269	298	539
179900	10.79	14.09	271	247	454
179902	11.72	14.09	274	177	333
179903	12.18	14.09	274	170	320
179904	12.64	14.09	273	183	343
179905	13.11	14.09	274	206	384
179906	13.57	14.09	275	216	401
179907	14.03	14.09	277	219	406
179908	14.49	14.09	279	228	421
179909	14.96	14.09	284	255	467
179910	15.42	14.09	290	280	509
179911	15.88	14.09	294	263	481
179912	16.35	14.09	296	250	459
179913	16.81	14.09	296	242	445
179914	17.27	14.09	296	235	433
179915	17.74	14.09	296	236	435
179916	18.2	14.09	295	246	452
179917	18.66	14.09	297	254	466
179918	19.13	14.09	298	262	479
179919	19.59	14.09	299	273	497
179920	20.05	14.09	298	292	529
179921	20.51	14.09	293	324	581
179922	20.98	14.09	283	352	625
179923	21.44	14.09	271	373	658
179924	21.9	14.09	257	392	688
179926	22.83	14.09	252	375	661
179927	23.29	14.09	249	368	650
179928	23.76	14.09	244	360	638
179929	24.22	14.09	231	337	601
179930	24.68	14.09	232	279	507
179931	25.15	14.09	241	258	472
179947	32.56	14.09	288	254	466
179948	33.02	14.09	285	292	529
179950	33.94	14.09	286	412	718
179951	34.41	14.09	286	461	791
179952	34.87	14.09	287	503	852
179953	35.33	14.09	286	555	925
179954	35.8	14.09	288	546	912
179955	36.26	14.09	286	601	987
179956	36.72	14.09	278	660	1064
179957	37.19	14.09	265	719	1139
179958	37.65	14.09	269	688	1100
179960	38.58	14.09	183	724	1145
179961	39.04	14.09	175	620	1012
179962	39.5	14.09	164	592	975
179963	39.96	14.09	245	610	999
179964	40.43	14.09	307	200	373
179965	40.89	14.09	280	276	502
179966	41.35	14.09	289	187	350
180623	-14.99	13.64	277	705	1121
180624	-14.53	13.64	273	753	1180
180627	-13.14	13.64	284	771	1202
180628	-12.68	13.64	284	791	1226
180629	-12.22	13.64	287	816	1255
180630	-11.75	13.64	285	846	1289
180631	-11.29	13.64	277	869	1315
180632	-10.83	13.64	284	807	1244
180633	-10.37	13.64	272	866	1312
180634	-9.91	13.64	278	852	1296
180635	-9.44	13.64	275	804	1241
180636	-8.98	13.64	272	809	1247
180639	-7.59	13.64	268	744	1169
180642	-6.21	13.64	275	610	999
180643	-5.75	13.64	269	737	1161
180644	-5.28	13.64	270	651	1053
180645	-4.82	13.64	275	638	1036
180646	-4.36	13.64	274	632	1028
180647	-3.9	13.64	262	607	995
180648	-3.43	13.64	281	569	944
180649	-2.97	13.64	286	554	923
180650	-2.51	13.64	285	584	964
180651	-2.05	13.64	285	544	910
180652	-1.59	13.64	282	541	905
180653	-1.12	13.64	282	537	900
180654	-0.66	13.64	285	525	883
180655	-0.2	13.64	286	510	862
180656	0.25	13.64	287	509	860
180657	0.71	13.64	286	483	823
180658	1.18	13.64	289	449	773
180661	2.56	13.64	289	429	744
180664	3.95	13.64	287	449	773
180665	4.41	13.64	288	480	819
180667	5.34	13.64	285	513	866
180677	9.96	13.64	274	333	595
180678	10.42	13.64	271	333	595
180679	10.88	13.64	272	298	539
180680	11.35	13.64	273	246	452
180681	11.81	13.64	275	215	399
180682	12.27	13.64	275	217	403
180683	12.73	13.64	273	222	411
180684	13.19	13.64	272	247	454
180686	14.12	13.64	275	257	471
180687	14.58	13.64	277	255	467
180688	15.04	13.64	285	279	507
180689	15.51	13.64	293	297	537
180690	15.97	13.64	296	304	548
180691	16.43	13.64	297	304	548
180692	16.89	13.64	296	294	532
180693	17.35	13.64	296	290	525
180694	17.82	13.64	295	299	540
180695	18.28	13.64	295	317	569
180696	18.74	13.64	296	330	590
180697	19.2	13.64	298	336	600
180698	19.67	13.64	300	342	609
180699	20.13	13.64	297	369	652
180700	20.59	13.64	292	415	723
180701	21.05	13.64	282	437	756
180702	21.51	13.64	272	448	772
180703	21.98	13.64	257	474	810
180704	22.44	13.64	249	460	790
180705	22.9	13.64	250	448	772
180706	23.36	13.64	242	472	807
180707	23.82	13.64	236	487	829
180708	24.29	13.64	224	454	781
180709	24.75	13.64	246	339	605
180710	25.21	13.64	259	268	489
180711	25.67	13.64	260	267	487
180719	29.37	13.64	268	279	507
180720	29.83	13.64	272	267	487
180721	30.3	13.64	276	248	455
180722	30.76	13.64	278	254	466
180724	31.68	13.64	282	266	486
180727	33.07	13.64	284	331	592
180728	33.53	13.64	286	393	689
180729	33.99	13.64	286	479	817
180730	34.46	13.64	288	555	925
180735	36.77	13.64	280	737	1161
180736	37.23	13.64	218	936	1389
180737	37.69	13.64	262	762	1191
180738	38.15	13.64	243	794	1229
180739	38.62	13.64	249	680	1090
180740	39.08	13.64	183	681	1091
180741	39.54	13.64	179	595	979
180742	40	13.64	256	493	838
180743	40.46	13.64	306	203	378
180744	40.93	13.64	307	159	301
180745	41.39	13.64	274	240	442
180746	41.85	13.64	284	167	315
181399	-16.68	13.19	258	1017	1473
181400	-16.22	13.19	266	878	1325
181401	-15.76	13.19	271	896	1345
181402	-15.3	13.19	274	887	1335
181403	-14.84	13.19	272	903	1353
181404	-14.38	13.19	270	876	1323
181405	-13.91	13.19	272	892	1341
181406	-13.45	13.19	278	890	1339
181407	-12.99	13.19	283	894	1343
181408	-12.53	13.19	285	944	1397
181409	-12.07	13.19	282	981	1436
181410	-11.61	13.19	285	990	1445
181411	-11.15	13.19	275	1020	1476
181412	-10.68	13.19	281	985	1440
181413	-10.22	13.19	274	980	1435
181414	-9.76	13.19	272	953	1407
181415	-9.3	13.19	276	879	1326
181416	-8.84	13.19	268	922	1374
181418	-7.92	13.19	269	891	1340
181420	-6.99	13.19	274	726	1147
181422	-6.07	13.19	278	735	1159
181423	-5.61	13.19	274	786	1220
181424	-5.15	13.19	276	721	1141
181425	-4.69	13.19	278	731	1154
181426	-4.23	13.19	270	730	1152
181427	-3.76	13.19	281	654	1057
181428	-3.3	13.19	286	623	1016
181429	-2.84	13.19	286	626	1020
181430	-2.38	13.19	283	613	1003
181431	-1.92	13.19	281	647	1048
181432	-1.46	13.19	281	640	1039
181433	-1	13.19	281	621	1014
181434	-0.54	13.19	283	590	972
181435	-0.07	13.19	284	562	934
181436	0.38	13.19	285	563	936
181437	0.84	13.19	285	554	923
181438	1.3	13.19	285	549	916
181439	1.76	13.19	288	541	905
181440	2.22	13.19	288	560	932
181441	2.68	13.19	289	519	875
181442	3.15	13.19	289	534	896
181444	4.07	13.19	289	536	898
181445	4.53	13.19	287	588	970
181447	5.45	13.19	282	599	984
181456	9.6	13.19	275	397	695
181457	10.07	13.19	273	406	709
181458	10.53	13.19	271	382	672
181460	11.45	13.19	272	304	548
181461	11.91	13.19	275	324	581
181462	12.37	13.19	273	307	553
181463	12.83	13.19	270	315	566
181464	13.29	13.19	270	314	565
181467	14.68	13.19	278	307	553
181468	15.14	13.19	286	331	592
181469	15.6	13.19	295	347	617
181470	16.06	13.19	297	355	630
181471	16.52	13.19	296	359	636
181472	16.99	13.19	295	350	622
181473	17.45	13.19	295	342	609
181474	17.91	13.19	294	370	653
181475	18.37	13.19	293	407	710
181476	18.83	13.19	296	424	736
181477	19.29	13.19	298	421	732
181478	19.75	13.19	298	426	739
181479	20.21	13.19	295	460	790
181480	20.68	13.19	288	494	839
181481	21.14	13.19	282	502	850
181482	21.6	13.19	271	512	865
181484	22.52	13.19	247	521	877
181485	22.98	13.19	250	509	860
181486	23.44	13.19	235	578	956
181487	23.91	13.19	224	672	1080
181488	24.37	13.19	202	584	964
181489	24.83	13.19	239	421	732
181491	25.75	13.19	266	295	534
181492	26.21	13.19	268	292	529
181493	26.67	13.19	270	289	524
181494	27.13	13.19	272	287	521
181495	27.6	13.19	271	293	530
181496	28.06	13.19	270	304	548
181497	28.52	13.19	270	321	576
181498	28.98	13.19	265	347	617
181499	29.44	13.19	266	353	627
181500	29.9	13.19	270	340	606
181501	30.36	13.19	272	320	574
181502	30.83	13.19	276	312	561
181503	31.29	13.19	278	314	565
181504	31.75	13.19	280	318	571
181505	32.21	13.19	283	320	574
181507	33.13	13.19	284	378	666
181508	33.59	13.19	283	448	772
181509	34.05	13.19	285	525	883
181510	34.52	13.19	286	615	1006
181514	36.36	13.19	265	894	1343
181515	36.82	13.19	275	832	1273
181516	37.28	13.19	263	842	1285
181517	37.75	13.19	201	933	1385
181518	38.21	13.19	80	1047	1231
181519	38.67	13.19	248	673	1081
181520	39.13	13.19	212	644	1044
181521	39.59	13.19	199	530	890
181522	40.05	13.19	266	428	742
181523	40.51	13.19	299	220	408
181524	40.97	13.19	304	158	299
181525	41.44	13.19	296	146	277
181526	41.9	13.19	287	145	275
181527	42.36	13.19	303	71	138
182181	-16.52	12.74	264	1160	1611
182182	-16.06	12.74	267	1144	1596
182183	-15.6	12.74	268	1147	1599
182184	-15.13	12.74	270	1135	1588
182185	-14.67	12.74	270	1151	1603
182186	-14.21	12.74	269	1165	1616
182187	-13.75	12.74	271	1189	1638
182188	-13.29	12.74	274	1147	1599
182189	-12.83	12.74	280	1135	1588
182190	-12.37	12.74	279	1160	1611
182191	-11.91	12.74	284	1116	1570
182192	-11.45	12.74	285	1137	1590
182193	-10.99	12.74	270	1218	1664
182194	-10.53	12.74	271	1158	1609
182195	-10.07	12.74	276	1102	1557
182196	-9.61	12.74	275	1064	1520
182197	-9.15	12.74	273	1044	1500
182198	-8.69	12.74	271	1023	1479
182200	-7.77	12.74	272	899	1349
182202	-6.85	12.74	274	823	1263
182213	-1.78	12.74	279	704	1120
182214	-1.32	12.74	280	709	1126
182215	-0.86	12.74	281	686	1098
182216	-0.4	12.74	282	665	1071
182217	0.05	12.74	282	628	1023
182218	0.51	12.74	283	621	1014
182219	0.97	12.74	284	638	1036
182220	1.43	12.74	284	632	1028
182221	1.89	12.74	287	620	1012
182222	2.35	12.74	288	622	1015
182223	2.81	12.74	289	618	1010
182224	3.28	12.74	290	603	990
182225	3.74	12.74	290	555	925
182227	4.66	12.74	284	730	1152
182228	5.12	12.74	281	730	1152
182229	5.58	12.74	279	707	1124
182232	6.96	12.74	263	676	1085
182233	7.42	12.74	261	674	1082
182234	7.88	12.74	261	666	1072
182235	8.34	12.74	263	606	994
182240	10.64	12.74	267	471	806
182242	11.56	12.74	266	421	732
182243	12.02	12.74	267	414	721
182244	12.49	12.74	266	407	710
182245	12.95	12.74	265	404	706
182246	13.41	12.74	267	398	697
182247	13.87	12.74	270	389	683
182249	14.79	12.74	280	374	660
182250	15.25	12.74	287	384	675
182251	15.71	12.74	295	392	688
182252	16.17	12.74	295	407	710
182253	16.63	12.74	294	430	745
182254	17.09	12.74	293	429	744
182255	17.55	12.74	294	429	744
182256	18.01	12.74	293	466	798
182257	18.47	12.74	294	511	863
182258	18.93	12.74	295	539	903
182259	19.39	12.74	295	539	903
182260	19.85	12.74	291	540	904
182261	20.31	12.74	290	562	934
182262	20.77	12.74	286	565	938
182263	21.24	12.74	279	557	927
182264	21.7	12.74	267	562	934
182265	22.16	12.74	261	557	927
182266	22.62	12.74	254	563	936
182267	23.08	12.74	242	577	955
182268	23.54	12.74	232	642	1041
182269	24	12.74	221	707	1124
182270	24.46	12.74	224	565	938
182271	24.92	12.74	250	411	717
182272	25.38	12.74	265	346	616
182273	25.84	12.74	270	325	582
182274	26.3	12.74	270	322	577
182275	26.76	12.74	273	319	573
182276	27.22	12.74	273	321	576
182277	27.68	12.74	273	329	589
182278	28.14	12.74	272	347	617
182279	28.6	12.74	268	384	675
182280	29.06	12.74	266	414	721
182281	29.52	12.74	266	430	745
182282	29.98	12.74	269	421	732
182283	30.45	12.74	271	410	715
182284	30.91	12.74	275	394	691
182285	31.37	12.74	278	395	692
182286	31.83	12.74	279	406	709
182287	32.29	12.74	280	371	655
182288	32.75	12.74	281	354	628
182289	33.21	12.74	278	418	727
182292	34.59	12.74	283	669	1076
182293	35.05	12.74	285	746	1172
182294	35.51	12.74	287	818	1257
182295	35.97	12.74	283	901	1351
182296	36.43	12.74	272	956	1410
182297	36.89	12.74	256	980	1435
182298	37.35	12.74	212	1050	1506
182300	38.27	12.74	233	789	1223
182301	38.73	12.74	231	716	1135
182302	39.19	12.74	204	704	1120
182303	39.66	12.74	220	689	1101
182304	40.12	12.74	269	416	724
182305	40.58	12.74	274	319	573
182306	41.04	12.74	298	167	315
182307	41.5	12.74	303	115	221
182308	41.96	12.74	278	170	320
182309	42.42	12.74	285	128	244
182310	42.88	12.74	305	59	115
182964	-16.34	12.29	266	1461	1863
182965	-15.88	12.29	267	1442	1848
182966	-15.42	12.29	266	1400	1816
182967	-14.96	12.29	269	1415	1828
182968	-14.5	12.29	268	1405	1820
182969	-14.04	12.29	265	1440	1847
182970	-13.58	12.29	270	1443	1849
182971	-13.12	12.29	275	1413	1826
182972	-12.66	12.29	271	1373	1794
182973	-12.2	12.29	267	1306	1740
182974	-11.74	12.29	273	1239	1682
182975	-11.28	12.29	267	1252	1694
182976	-10.82	12.29	264	1267	1707
182977	-10.36	12.29	275	1218	1664
182978	-9.91	12.29	267	1191	1640
182979	-9.45	12.29	270	1152	1604
182980	-8.99	12.29	267	1119	1573
182981	-8.53	12.29	273	1051	1507
182982	-8.07	12.29	278	971	1426
182996	-1.63	12.29	278	779	1212
183007	3.42	12.29	290	624	1018
183008	3.88	12.29	285	718	1138
183009	4.34	12.29	283	834	1276
183010	4.8	12.29	278	828	1269
183012	5.71	12.29	272	815	1254
183017	8.01	12.29	256	749	1176
183019	8.93	12.29	268	593	976
183021	9.85	12.29	271	611	1000
183022	10.31	12.29	268	612	1002
183025	11.69	12.29	259	525	883
183026	12.15	12.29	260	509	860
183027	12.61	12.29	259	500	848
183028	13.07	12.29	261	492	836
183029	13.53	12.29	265	488	830
183030	13.99	12.29	271	478	816
183031	14.45	12.29	275	457	785
183032	14.91	12.29	280	438	757
183033	15.37	12.29	286	424	736
183034	15.83	12.29	290	421	732
183035	16.29	12.29	291	463	794
183036	16.75	12.29	291	511	863
183037	17.21	12.29	291	534	896
183038	17.67	12.29	291	539	903
183039	18.13	12.29	291	564	937
183040	18.59	12.29	293	638	1036
183041	19.05	12.29	291	660	1064
183043	19.97	12.29	287	603	990
183044	20.43	12.29	284	621	1014
183048	22.26	12.29	255	599	984
183049	22.72	12.29	260	554	923
183052	24.1	12.29	237	554	923
183053	24.56	12.29	250	459	788
183054	25.02	12.29	264	396	694
183055	25.48	12.29	272	365	646
183056	25.94	12.29	273	354	628
183057	26.4	12.29	273	349	621
183058	26.86	12.29	273	351	624
183059	27.32	12.29	274	355	630
183060	27.78	12.29	273	367	649
183061	28.24	12.29	273	385	677
183062	28.7	12.29	270	428	742
183063	29.16	12.29	268	471	806
183064	29.62	12.29	262	512	865
183065	30.08	12.29	267	506	856
183067	31	12.29	270	515	869
183069	31.92	12.29	277	460	790
183070	32.38	12.29	277	411	717
183071	32.84	12.29	277	397	695
183072	33.3	12.29	274	471	806
183073	33.76	12.29	274	556	926
183075	34.68	12.29	280	727	1149
183076	35.14	12.29	282	827	1268
183077	35.6	12.29	281	928	1380
183078	36.06	12.29	264	1084	1539
183079	36.51	12.29	263	1081	1537
183080	36.97	12.29	226	1148	1600
183084	38.81	12.29	195	801	1237
183087	40.19	12.29	266	424	736
183088	40.65	12.29	270	320	574
183089	41.11	12.29	266	274	499
183090	41.57	12.29	284	167	315
183091	42.03	12.29	292	136	259
183092	42.49	12.29	283	156	295
183093	42.95	12.29	269	182	341
183750	-15.7	11.84	264	1796	2090
183751	-15.24	11.84	265	1924	2164
183752	-14.78	11.84	265	1781	2081
183753	-14.32	11.84	266	1736	2053
183754	-13.86	11.84	268	1762	2069
183755	-13.4	11.84	271	1779	2079
183756	-12.94	11.84	264	1704	2032
183757	-12.48	11.84	231	1618	1975
183758	-12.03	11.84	248	1463	1864
183759	-11.57	11.84	245	1412	1825
183760	-11.11	11.84	254	1346	1773
183761	-10.65	11.84	267	1303	1737
183762	-10.19	11.84	261	1295	1730
183763	-9.73	11.84	245	1291	1727
183764	-9.27	11.84	269	1213	1659
183765	-8.81	11.84	270	1173	1623
183766	-8.35	11.84	273	1119	1573
183767	-7.9	11.84	273	1076	1532
183768	-7.44	11.84	271	1048	1504
183770	-6.52	11.84	274	987	1442
183772	-5.6	11.84	272	986	1441
183773	-5.14	11.84	272	980	1435
183774	-4.68	11.84	269	999	1455
183786	0.81	11.84	281	826	1266
183787	1.27	11.84	285	812	1250
183789	2.19	11.84	280	821	1261
183790	2.65	11.84	284	798	1234
183796	5.4	11.84	271	903	1353
183798	6.32	11.84	263	953	1407
183806	9.99	11.84	268	724	1145
183809	11.37	11.84	249	666	1072
183810	11.83	11.84	252	634	1031
183813	13.21	11.84	259	608	996
183816	14.58	11.84	277	559	930
183817	15.04	11.84	280	534	896
183821	16.88	11.84	288	643	1043
183822	17.34	11.84	289	671	1079
183827	19.63	11.84	284	685	1096
183828	20.09	11.84	281	684	1095
183831	21.47	11.84	274	656	1059
183836	23.76	11.84	252	619	1011
183837	24.22	11.84	258	547	914
183838	24.68	11.84	267	467	800
183840	25.6	11.84	276	405	707
183841	26.06	11.84	274	394	691
183842	26.51	11.84	274	390	684
183843	26.97	11.84	275	393	689
183844	27.43	11.84	275	404	706
183845	27.89	11.84	275	418	727
183846	28.35	11.84	270	456	784
183847	28.81	11.84	272	501	849
183848	29.27	11.84	265	569	944
183849	29.73	11.84	259	619	1011
183850	30.19	11.84	261	628	1023
183851	30.65	11.84	269	604	991
183853	31.56	11.84	267	604	991
183855	32.48	11.84	274	473	809
183856	32.94	11.84	272	486	827
183857	33.4	11.84	272	552	921
183859	34.32	11.84	279	676	1085
183860	34.78	11.84	278	812	1250
183861	35.23	11.84	276	953	1407
183862	35.69	11.84	271	1096	1551
183863	36.15	11.84	244	1340	1768
183864	36.61	11.84	237	1339	1767
183865	37.07	11.84	196	1352	1778
183866	37.53	11.84	201	1236	1680
183869	38.91	11.84	189	880	1328
183870	39.36	11.84	102	1075	1424
183871	39.82	11.84	215	841	1284
183872	40.28	11.84	258	463	794
183873	40.74	11.84	266	318	571
183874	41.2	11.84	284	173	326
183875	41.66	11.84	273	191	357
183876	42.12	11.84	295	141	268
183877	42.58	11.84	231	348	619
184542	-12.75	11.39	225	1881	2140
184543	-12.3	11.39	210	1680	2017
184544	-11.84	11.39	236	1566	1939
184545	-11.38	11.39	240	1474	1873
184546	-10.92	11.39	250	1390	1808
184547	-10.46	11.39	265	1352	1778
184548	-10.01	11.39	265	1339	1767
184549	-9.55	11.39	265	1318	1750
184550	-9.09	11.39	267	1269	1708
184551	-8.63	11.39	270	1216	1662
184552	-8.17	11.39	272	1151	1603
184553	-7.71	11.39	269	1126	1580
184554	-7.26	11.39	271	1021	1477
184555	-6.8	11.39	272	1048	1504
184556	-6.34	11.39	273	1055	1511
184557	-5.88	11.39	266	1119	1573
184558	-5.42	11.39	267	1065	1521
184560	-4.51	11.39	273	973	1428
184566	-1.76	11.39	276	878	1325
